observation_id,scenario,tree_fine_energy_ratio,runtime_e4_seconds,inner_iterations,outer_nfev
stage28:B:680:gaussian:083,gaussian,374.53362914980806,0.0721388608217239,14,10
stage28:B:680:gaussian:118,gaussian,4020.161157503932,0.0893239229917526,14,10
stage28:B:680:gaussian:126,gaussian,1818.4756685139969,0.0918863862752914,15,10
stage28:B:680:gaussian:178,gaussian,1488.2495791105086,0.0509286969900131,10,10
stage28:B:680:gaussian:180,gaussian,866.8825344279549,0.0676128640770912,13,11
stage28:B:680:impulsive:008,impulsive,775.412435154258,0.0612780004739761,8,10
stage28:B:680:impulsive:013,impulsive,3113.243933222641,0.0641544759273529,9,10
stage28:B:680:impulsive:020,impulsive,1862.4209301429785,0.0700955688953399,10,9
stage28:B:680:impulsive:023,impulsive,1364.295349610779,0.0735420882701873,10,11
stage28:B:680:impulsive:024,impulsive,4991.083329918348,0.0517308041453361,9,10
stage28:B:680:impulsive:025,impulsive,75.94023555488286,0.0464864745736122,8,10
stage28:B:680:impulsive:042,impulsive,3177.587712666023,0.0696169137954711,11,10
stage28:B:680:impulsive:046,impulsive,561.9268855792633,0.0829832702875137,10,10
stage28:B:680:impulsive:065,impulsive,286.16746266374633,0.0661149471998214,10,10
stage28:B:680:impulsive:072,impulsive,383.88109180694937,0.0540507361292839,8,10
stage28:B:680:impulsive:080,impulsive,4025.0604347926383,0.0615533143281936,12,10
stage28:B:680:impulsive:091,impulsive,1902.4759944845737,0.0611859709024429,10,10
stage28:B:680:impulsive:101,impulsive,724.1708872429775,0.0498688891530036,10,10
stage28:B:680:impulsive:116,impulsive,53.87441854568767,0.0653929039835929,13,10
stage28:B:680:impulsive:117,impulsive,3445.063449808222,0.0572281032800674,9,10
stage28:B:680:impulsive:119,impulsive,264.0562764906186,0.0678082033991813,10,10
stage28:B:680:impulsive:124,impulsive,8230.583430846165,0.0559302419424057,8,10
stage28:B:680:impulsive:130,impulsive,407.1887744137152,0.0854376554489135,10,10
stage28:B:680:impulsive:141,impulsive,1877.0280497814936,0.0809064805507659,14,11
stage28:B:680:impulsive:145,impulsive,4161.5913958466535,0.0597771108150482,10,10
stage28:B:680:impulsive:158,impulsive,456.5891979291388,0.0866371244192123,8,10
stage28:B:680:impulsive:176,impulsive,1357.5960348825745,0.0614197626709938,12,10
stage28:B:680:impulsive:190,impulsive,1429.3204266742523,0.0717806592583656,10,10
stage28:B:680:impulsive:196,impulsive,5141.951417219246,0.0538060739636421,9,10
stage28:B:680:impulsive:197,impulsive,342.0969027238346,0.0945439711213111,10,10
stage28:C:380:gaussian:001,gaussian,399.9223901277194,0.0485675036907196,11,9
stage28:C:380:gaussian:005,gaussian,60.88551789453023,0.0418172776699066,12,8
stage28:C:380:gaussian:010,gaussian,163.15296207868045,0.0414008721709251,12,8
stage28:C:380:gaussian:018,gaussian,55.53110309788392,0.0621949061751365,11,9
stage28:C:380:gaussian:021,gaussian,298.11759683003305,0.088155023753643,15,9
stage28:C:380:gaussian:028,gaussian,22.484092596722693,0.0380981042981147,11,8
stage28:C:380:gaussian:032,gaussian,62.66129689213752,0.0489504113793373,13,9
stage28:C:380:gaussian:045,gaussian,69.49911988671788,0.0453485772013664,14,8
stage28:C:380:gaussian:046,gaussian,83.31489002770006,0.0429370328783988,11,9
stage28:C:380:gaussian:061,gaussian,102.80382133923852,0.0729605332016944,14,8
stage28:C:380:gaussian:077,gaussian,435.2386525580452,0.0643853694200515,13,8
